ltla24_name,ltla24_code,domain,subdomain,indicator,value,quantile
South Ayrshire,S12000028,Healthy People,Physical health conditions,Musculoskeletal conditions,0.8992374445924997,1
South Ayrshire,S12000028,Healthy People,Mental health,Suicides,16,3
South Ayrshire,S12000028,Healthy Places,Living conditions,Air pollution,3.459,3
South Ayrshire,S12000028,Healthy Places,Economic and working conditions,Child poverty,17.4,2
South Ayrshire,S12000028,Healthy Places,Access to services,Gp appointments,0.6468,2
South Ayrshire,S12000028,Healthy Places,Access to services,Gp travel time,13.583333333333334,2
South Ayrshire,S12000028,Healthy Places,Living conditions,Household overcrowding,1.7,3
South Ayrshire,S12000028,Healthy Places,Access to services,Internet access,NA,3
South Ayrshire,S12000028,Healthy Places,Economic and working conditions,Job training,8.4,1
South Ayrshire,S12000028,Healthy Places,Crime,Low level crime,102.45607745,1
South Ayrshire,S12000028,Healthy Places,Crime,Personal crime,206.615274293,4
South Ayrshire,S12000028,Healthy Places,Access to services,Pharmacy travel time,11.516666666666667,2
South Ayrshire,S12000028,Healthy Places,Access to green space,Private outdoor space,96.1,3
South Ayrshire,S12000028,Healthy Places,Living conditions,Road safety,0.035120979406847594,3
South Ayrshire,S12000028,Healthy Places,Living conditions,Rough sleeping,102.83465975140838,1
South Ayrshire,S12000028,Healthy Places,Access to services,Sports centre travel time,10.066666666666666,4
South Ayrshire,S12000028,Healthy Places,Living conditions,Traffic volume,0.5346556539470334,3
South Ayrshire,S12000028,Healthy Places,Economic and working conditions,Unemployment,3.77312541,1
South Ayrshire,S12000028,Healthy Places,Economic and working conditions,Workplace safety,349,1
Scottish Borders,S12000026,Healthy Lives,Behavioural risk factors,Alcohol misuse,203.47543228899158,4
Scottish Borders,S12000026,Healthy Lives,Protective measures,Cancer screening,71.7,5
Scottish Borders,S12000026,Healthy Lives,Protective measures,Child vaccine coverage,94.10125,3
Scottish Borders,S12000026,Healthy Lives,Behavioural risk factors,Drug misuse,69.91328812263004,4
Scottish Borders,S12000026,Healthy Lives,Children and young people,Early years development,11.453201970443349,5
Scottish Borders,S12000026,Healthy Lives,Behavioural risk factors,Healthy eating,23,4
Scottish Borders,S12000026,Healthy Lives,Physiological risk factors,High blood pressure,24,3
Scottish Borders,S12000026,Healthy Lives,Physiological risk factors,Low birth weight,16.099999999999994,2
Scottish Borders,S12000026,Healthy Lives,Children and young people,National five attainment,73.75,4
Scottish Borders,S12000026,Healthy Lives,Physiological risk factors,Overweight obesity adults,65,4
Scottish Borders,S12000026,Healthy Lives,Physiological risk factors,Overweight obesity children,13.05732484076433,5
Scottish Borders,S12000026,Healthy Lives,Behavioural risk factors,Physical activity,67,4
Scottish Borders,S12000026,Healthy Lives,Children and young people,Pupil absence,9,5
Scottish Borders,S12000026,Healthy Lives,Behavioural risk factors,Sedentary behaviour,20,4
Scottish Borders,S12000026,Healthy Lives,Behavioural risk factors,Sexual health,307.5,1
Scottish Borders,S12000026,Healthy Lives,Behavioural risk factors,Smoking,16,2
Scottish Borders,S12000026,Healthy Lives,Children and young people,Teenage pregnancy,20.2,4
Scottish Borders,S12000026,Healthy Lives,Children and young people,Young people training,95.6,4
Scottish Borders,S12000026,Healthy People,Mortality,All mortality,1000,5
Scottish Borders,S12000026,Healthy People,Personal wellbeing,Anxiety,2.86,4
Scottish Borders,S12000026,Healthy People,Mortality,Avoidable deaths,248.8,4
Scottish Borders,S12000026,Healthy People,Physical health conditions,Cancer,560.1,5
Scottish Borders,S12000026,Healthy People,Physical health conditions,Cardiovascular conditions,19.268960794384522,2
Scottish Borders,S12000026,Healthy People,Physical health conditions,Dementia,60,1
Scottish Borders,S12000026,Healthy People,Physical health conditions,Diabetes,6.4,3
Scottish Borders,S12000026,Healthy People,Difficulties in daily life,Disability,18.558569176598848,4
Scottish Borders,S12000026,Healthy People,Personal wellbeing,Happiness,7.34,2
Scottish Borders,S12000026,Healthy People,Mortality,Healthy life expectancy,64.0661541113601,4
Scottish Borders,S12000026,Healthy People,Mortality,Infant mortality,2.4,4
Scottish Borders,S12000026,Healthy People,Personal wellbeing,Life satisfaction,7.58,4
Scottish Borders,S12000026,Healthy People,Personal wellbeing,Life worthwhileness,7.91,4
Scottish Borders,S12000026,Healthy People,Mental health,Mental health conditions,20.6,3
Scottish Borders,S12000026,Healthy People,Physical health conditions,Musculoskeletal conditions,0.8798573057343402,1
Scottish Borders,S12000026,Healthy People,Mental health,Suicides,18,2
Scottish Borders,S12000026,Healthy Places,Living conditions,Air pollution,3.6663,2
Scottish Borders,S12000026,Healthy Places,Economic and working conditions,Child poverty,15.4,3
Scottish Borders,S12000026,Healthy Places,Access to services,Gp appointments,0.7365,4
Scottish Borders,S12000026,Healthy Places,Access to services,Gp travel time,10.308333333333334,4
Scottish Borders,S12000026,Healthy Places,Living conditions,Household overcrowding,1.3,4
Scottish Borders,S12000026,Healthy Places,Access to services,Internet access,0.94,4
Scottish Borders,S12000026,Healthy Places,Economic and working conditions,Job training,9.6,2
Scottish Borders,S12000026,Healthy Places,Crime,Low level crime,32.699880158,4
Scottish Borders,S12000026,Healthy Places,Crime,Personal crime,208.86834446199998,3
Scottish Borders,S12000026,Healthy Places,Access to services,Pharmacy travel time,7.841666666666667,5
Scottish Borders,S12000026,Healthy Places,Access to green space,Private outdoor space,93.30000000000001,1
Scottish Borders,S12000026,Healthy Places,Living conditions,Road safety,0.013082285007909243,4
Scottish Borders,S12000026,Healthy Places,Living conditions,Rough sleeping,42.87061647946498,3
Scottish Borders,S12000026,Healthy Places,Access to services,Sports centre travel time,13.533333333333333,2
Scottish Borders,S12000026,Healthy Places,Living conditions,Traffic volume,0.1644569828252333,5
Scottish Borders,S12000026,Healthy Places,Economic and working conditions,Unemployment,3.3137601400000003,2
Scottish Borders,S12000026,Healthy Places,Economic and working conditions,Workplace safety,325,1
Clackmannanshire,S12000005,Healthy Lives,Behavioural risk factors,Alcohol misuse,926.1835748792271,1
Clackmannanshire,S12000005,Healthy Lives,Protective measures,Cancer screening,65.7,2
Clackmannanshire,S12000005,Healthy Lives,Protective measures,Child vaccine coverage,93.58791666666667,2
Clackmannanshire,S12000005,Healthy Lives,Behavioural risk factors,Drug misuse,624.4233822650125,1
Clackmannanshire,S12000005,Healthy Lives,Children and young people,Early years development,17.5,3
Clackmannanshire,S12000005,Healthy Lives,Behavioural risk factors,Healthy eating,19,2
Clackmannanshire,S12000005,Healthy Lives,Physiological risk factors,High blood pressure,26,2
Clackmannanshire,S12000005,Healthy Lives,Physiological risk factors,Low birth weight,15.200000000000003,4
Clackmannanshire,S12000005,Healthy Lives,Children and young people,National five attainment,66.05000000000001,1
Clackmannanshire,S12000005,Healthy Lives,Physiological risk factors,Overweight obesity adults,68,3
Clackmannanshire,S12000005,Healthy Lives,Physiological risk factors,Overweight obesity children,17.708333333333336,1
Clackmannanshire,S12000005,Healthy Lives,Behavioural risk factors,Physical activity,59,1
Clackmannanshire,S12000005,Healthy Lives,Children and young people,Pupil absence,0,5
Clackmannanshire,S12000005,Healthy Lives,Behavioural risk factors,Sedentary behaviour,23,1
Clackmannanshire,S12000005,Healthy Lives,Behavioural risk factors,Sexual health,477.5,3
Clackmannanshire,S12000005,Healthy Lives,Behavioural risk factors,Smoking,18,1
Clackmannanshire,S12000005,Healthy Lives,Children and young people,Teenage pregnancy,36.7,1
Clackmannanshire,S12000005,Healthy Lives,Children and young people,Young people training,91.6,1
Clackmannanshire,S12000005,Healthy People,Mortality,All mortality,1260,2
Clackmannanshire,S12000005,Healthy People,Personal wellbeing,Anxiety,3.4,1
Clackmannanshire,S12000005,Healthy People,Mortality,Avoidable deaths,391.1,2
Clackmannanshire,S12000005,Healthy People,Physical health conditions,Cancer,667.2,1
Clackmannanshire,S12000005,Healthy People,Physical health conditions,Cardiovascular conditions,25.681159420289852,1
Clackmannanshire,S12000005,Healthy People,Physical health conditions,Dementia,50,4
Clackmannanshire,S12000005,Healthy People,Physical health conditions,Diabetes,6.6,4
Clackmannanshire,S12000005,Healthy People,Difficulties in daily life,Disability,22.663942039754783,1
Clackmannanshire,S12000005,Healthy People,Personal wellbeing,Happiness,7.23,1
Clackmannanshire,S12000005,Healthy People,Mortality,Healthy life expectancy,60.38218083042298,2
Clackmannanshire,S12000005,Healthy People,Mortality,Infant mortality,3,2
Clackmannanshire,S12000005,Healthy People,Personal wellbeing,Life satisfaction,7.42,2
Clackmannanshire,S12000005,Healthy People,Personal wellbeing,Life worthwhileness,7.73,2
Clackmannanshire,S12000005,Healthy People,Mental health,Mental health conditions,22,1
Clackmannanshire,S12000005,Healthy People,Physical health conditions,Musculoskeletal conditions,0.8390005023897692,2
Clackmannanshire,S12000005,Healthy People,Mental health,Suicides,20.6,2
Clackmannanshire,S12000005,Healthy Places,Living conditions,Air pollution,3.6821,2
Clackmannanshire,S12000005,Healthy Places,Economic and working conditions,Child poverty,21.9,1
Clackmannanshire,S12000005,Healthy Places,Access to services,Gp appointments,0.7078,3
Clackmannanshire,S12000005,Healthy Places,Access to services,Gp travel time,23.6,1
Clackmannanshire,S12000005,Healthy Places,Living conditions,Household overcrowding,1.9,3
Clackmannanshire,S12000005,Healthy Places,Access to services,Internet access,0.909,3
Clackmannanshire,S12000005,Healthy Places,Economic and working conditions,Job training,9,2
Clackmannanshire,S12000005,Healthy Places,Crime,Low level crime,94.685990338,1
Clackmannanshire,S12000005,Healthy Places,Crime,Personal crime,244.444444441,2
Clackmannanshire,S12000005,Healthy Places,Access to services,Pharmacy travel time,17.291666666666664,1
Clackmannanshire,S12000005,Healthy Places,Access to green space,Private outdoor space,97.8,4
Clackmannanshire,S12000005,Healthy Places,Living conditions,Road safety,0.10678845272908359,2
Clackmannanshire,S12000005,Healthy Places,Living conditions,Rough sleeping,86.63842895648826,1
Clackmannanshire,S12000005,Healthy Places,Access to services,Sports centre travel time,14.558333333333334,1
Clackmannanshire,S12000005,Healthy Places,Living conditions,Traffic volume,1.3241768138406367,2
Clackmannanshire,S12000005,Healthy Places,Economic and working conditions,Unemployment,3.44639801,2
Clackmannanshire,S12000005,Healthy Places,Economic and working conditions,Workplace safety,334,1
Dumfries and Galloway,S12000006,Healthy Lives,Behavioural risk factors,Alcohol misuse,254.71633395074434,3
Dumfries and Galloway,S12000006,Healthy Lives,Protective measures,Cancer screening,69.7,4
Dumfries and Galloway,S12000006,Healthy Lives,Protective measures,Child vaccine coverage,95.58291666666666,5
Dumfries and Galloway,S12000006,Healthy Lives,Behavioural risk factors,Drug misuse,142.51833709126157,3
Dumfries and Galloway,S12000006,Healthy Lives,Children and young people,Early years development,20.932277924362356,1
Dumfries and Galloway,S12000006,Healthy Lives,Behavioural risk factors,Healthy eating,20,2
Dumfries and Galloway,S12000006,Healthy Lives,Physiological risk factors,High blood pressure,25,2
Dumfries and Galloway,S12000006,Healthy Lives,Physiological risk factors,Low birth weight,17.799999999999997,1
Dumfries and Galloway,S12000006,Healthy Lives,Children and young people,National five attainment,68.95,1
Dumfries and Galloway,S12000006,Healthy Lives,Physiological risk factors,Overweight obesity adults,72,1
Dumfries and Galloway,S12000006,Healthy Lives,Physiological risk factors,Overweight obesity children,18.54251012145749,1
Dumfries and Galloway,S12000006,Healthy Lives,Behavioural risk factors,Physical activity,66,3
Dumfries and Galloway,S12000006,Healthy Lives,Children and young people,Pupil absence,21.1,2
Dumfries and Galloway,S12000006,Healthy Lives,Behavioural risk factors,Sedentary behaviour,22,2
Dumfries and Galloway,S12000006,Healthy Lives,Behavioural risk factors,Sexual health,284.5,1
Dumfries and Galloway,S12000006,Healthy Lives,Behavioural risk factors,Smoking,15,3
Dumfries and Galloway,S12000006,Healthy Lives,Children and young people,Teenage pregnancy,24.1,3
Dumfries and Galloway,S12000006,Healthy Lives,Children and young people,Young people training,94.9,3
Dumfries and Galloway,S12000006,Healthy People,Mortality,All mortality,1110,3
Dumfries and Galloway,S12000006,Healthy People,Personal wellbeing,Anxiety,3.68,1
Dumfries and Galloway,S12000006,Healthy People,Mortality,Avoidable deaths,301.1,3
Dumfries and Galloway,S12000006,Healthy People,Physical health conditions,Cancer,621.7,3
Dumfries and Galloway,S12000006,Healthy People,Physical health conditions,Cardiovascular conditions,21.73286684502984,1
Dumfries and Galloway,S12000006,Healthy People,Physical health conditions,Dementia,53,3
Dumfries and Galloway,S12000006,Healthy People,Physical health conditions,Diabetes,7.2,5
Dumfries and Galloway,S12000006,Healthy People,Difficulties in daily life,Disability,21.62162162162162,2
Dumfries and Galloway,S12000006,Healthy People,Personal wellbeing,Happiness,7.63,4
Dumfries and Galloway,S12000006,Healthy People,Mortality,Healthy life expectancy,60.70751797835876,2
Dumfries and Galloway,S12000006,Healthy People,Mortality,Infant mortality,2.9,3
Dumfries and Galloway,S12000006,Healthy People,Personal wellbeing,Life satisfaction,7.66,4
Dumfries and Galloway,S12000006,Healthy People,Personal wellbeing,Life worthwhileness,7.81,3
Dumfries and Galloway,S12000006,Healthy People,Mental health,Mental health conditions,21.1,2
Dumfries and Galloway,S12000006,Healthy People,Physical health conditions,Musculoskeletal conditions,0.9193475898549944,1
Dumfries and Galloway,S12000006,Healthy People,Mental health,Suicides,15.4,4
Dumfries and Galloway,S12000006,Healthy Places,Living conditions,Air pollution,3.5525,3
Dumfries and Galloway,S12000006,Healthy Places,Economic and working conditions,Child poverty,19.6,1
Dumfries and Galloway,S12000006,Healthy Places,Access to services,Gp appointments,0.7696,5
Dumfries and Galloway,S12000006,Healthy Places,Access to services,Gp travel time,13.641666666666666,2
Dumfries and Galloway,S12000006,Healthy Places,Living conditions,Household overcrowding,1.3,5
Dumfries and Galloway,S12000006,Healthy Places,Access to services,Internet access,0.857,1
Dumfries and Galloway,S12000006,Healthy Places,Economic and working conditions,Job training,10.6,3
Dumfries and Galloway,S12000006,Healthy Places,Crime,Low level crime,42.601358304,4
Dumfries and Galloway,S12000006,Healthy Places,Crime,Personal crime,257.940591343,1
Dumfries and Galloway,S12000006,Healthy Places,Access to services,Pharmacy travel time,14.358333333333334,1
Dumfries and Galloway,S12000006,Healthy Places,Access to green space,Private outdoor space,93.89999999999999,1
Dumfries and Galloway,S12000006,Healthy Places,Living conditions,Road safety,0.013672097335951913,4
Dumfries and Galloway,S12000006,Healthy Places,Living conditions,Rough sleeping,102.97247202581175,1
Dumfries and Galloway,S12000006,Healthy Places,Access to services,Sports centre travel time,14.683333333333334,1
Dumfries and Galloway,S12000006,Healthy Places,Living conditions,Traffic volume,0.21758832180682564,4
Dumfries and Galloway,S12000006,Healthy Places,Economic and working conditions,Unemployment,3.39843909,2
Dumfries and Galloway,S12000006,Healthy Places,Economic and working conditions,Workplace safety,334,1
East Dunbartonshire,S12000045,Healthy Lives,Behavioural risk factors,Alcohol misuse,242.88860341347038,4
East Dunbartonshire,S12000045,Healthy Lives,Protective measures,Cancer screening,71.9,5
East Dunbartonshire,S12000045,Healthy Lives,Protective measures,Child vaccine coverage,96.04541666666667,5
East Dunbartonshire,S12000045,Healthy Lives,Behavioural risk factors,Drug misuse,76.67143850989025,4
East Dunbartonshire,S12000045,Healthy Lives,Children and young people,Early years development,17.20647773279352,3
East Dunbartonshire,S12000045,Healthy Lives,Behavioural risk factors,Healthy eating,24,4
East Dunbartonshire,S12000045,Healthy Lives,Physiological risk factors,High blood pressure,21,5
East Dunbartonshire,S12000045,Healthy Lives,Physiological risk factors,Low birth weight,13.200000000000003,5
East Dunbartonshire,S12000045,Healthy Lives,Children and young people,National five attainment,83.2,5
East Dunbartonshire,S12000045,Healthy Lives,Physiological risk factors,Overweight obesity adults,60,5
East Dunbartonshire,S12000045,Healthy Lives,Physiological risk factors,Overweight obesity children,11.769686706181202,5
East Dunbartonshire,S12000045,Healthy Lives,Behavioural risk factors,Physical activity,66,3
East Dunbartonshire,S12000045,Healthy Lives,Children and young people,Pupil absence,7.9,5
East Dunbartonshire,S12000045,Healthy Lives,Behavioural risk factors,Sedentary behaviour,19,4
East Dunbartonshire,S12000045,Healthy Lives,Behavioural risk factors,Sexual health,465,2
East Dunbartonshire,S12000045,Healthy Lives,Behavioural risk factors,Smoking,7,5
East Dunbartonshire,S12000045,Healthy Lives,Children and young people,Teenage pregnancy,14,5
East Dunbartonshire,S12000045,Healthy Lives,Children and young people,Young people training,97.5,5
East Dunbartonshire,S12000045,Healthy People,Mortality,All mortality,930.0000000000001,5
East Dunbartonshire,S12000045,Healthy People,Personal wellbeing,Anxiety,2.8,4
East Dunbartonshire,S12000045,Healthy People,Mortality,Avoidable deaths,208.8,5
East Dunbartonshire,S12000045,Healthy People,Physical health conditions,Cancer,576.5,5
East Dunbartonshire,S12000045,Healthy People,Physical health conditions,Cardiovascular conditions,19.57239860524867,2
East Dunbartonshire,S12000045,Healthy People,Physical health conditions,Dementia,51,4
East Dunbartonshire,S12000045,Healthy People,Physical health conditions,Diabetes,6,2
East Dunbartonshire,S12000045,Healthy People,Difficulties in daily life,Disability,16.09720733783017,5
East Dunbartonshire,S12000045,Healthy People,Personal wellbeing,Happiness,7.63,4
East Dunbartonshire,S12000045,Healthy People,Mortality,Healthy life expectancy,65.9874233241506,5
East Dunbartonshire,S12000045,Healthy People,Mortality,Infant mortality,1.3,5
East Dunbartonshire,S12000045,Healthy People,Personal wellbeing,Life satisfaction,7.68,4
East Dunbartonshire,S12000045,Healthy People,Personal wellbeing,Life worthwhileness,8.02,5
East Dunbartonshire,S12000045,Healthy People,Mental health,Mental health conditions,18.5,4
East Dunbartonshire,S12000045,Healthy People,Physical health conditions,Musculoskeletal conditions,0.8044860317762822,3
East Dunbartonshire,S12000045,Healthy People,Mental health,Suicides,13.4,5
East Dunbartonshire,S12000045,Healthy Places,Living conditions,Air pollution,3.9228,1
East Dunbartonshire,S12000045,Healthy Places,Economic and working conditions,Child poverty,8.9,5
East Dunbartonshire,S12000045,Healthy Places,Access to services,Gp appointments,0.7033,2
East Dunbartonshire,S12000045,Healthy Places,Access to services,Gp travel time,10.475,4
East Dunbartonshire,S12000045,Healthy Places,Living conditions,Household overcrowding,1.6,4
East Dunbartonshire,S12000045,Healthy Places,Access to services,Internet access,0.921,3
East Dunbartonshire,S12000045,Healthy Places,Economic and working conditions,Job training,5.6,1
East Dunbartonshire,S12000045,Healthy Places,Crime,Low level crime,34.134703615,4
East Dunbartonshire,S12000045,Healthy Places,Crime,Personal crime,95.155074325,5
East Dunbartonshire,S12000045,Healthy Places,Access to services,Pharmacy travel time,10.283333333333333,2
East Dunbartonshire,S12000045,Healthy Places,Access to green space,Private outdoor space,98.4,5
East Dunbartonshire,S12000045,Healthy Places,Living conditions,Road safety,0.13755057870921056,2
East Dunbartonshire,S12000045,Healthy Places,Living conditions,Rough sleeping,18.309988098507738,5
East Dunbartonshire,S12000045,Healthy Places,Access to services,Sports centre travel time,9.391666666666666,4
East Dunbartonshire,S12000045,Healthy Places,Living conditions,Traffic volume,1.9996415379851482,2
East Dunbartonshire,S12000045,Healthy Places,Economic and working conditions,Unemployment,2.85243268,4
East Dunbartonshire,S12000045,Healthy Places,Economic and working conditions,Workplace safety,202,5
West Dunbartonshire,S12000039,Healthy Lives,Behavioural risk factors,Alcohol misuse,721.762773309165,1
West Dunbartonshire,S12000039,Healthy Lives,Protective measures,Cancer screening,62.9,1
West Dunbartonshire,S12000039,Healthy Lives,Protective measures,Child vaccine coverage,94.38,4
West Dunbartonshire,S12000039,Healthy Lives,Behavioural risk factors,Drug misuse,328.93610957354485,1
West Dunbartonshire,S12000039,Healthy Lives,Children and young people,Early years development,27.74798927613941,1
West Dunbartonshire,S12000039,Healthy Lives,Behavioural risk factors,Healthy eating,17,2
West Dunbartonshire,S12000039,Healthy Lives,Physiological risk factors,High blood pressure,25,2
West Dunbartonshire,S12000039,Healthy Lives,Physiological risk factors,Low birth weight,12.900000000000006,5
West Dunbartonshire,S12000039,Healthy Lives,Children and young people,National five attainment,73.1,3
West Dunbartonshire,S12000039,Healthy Lives,Physiological risk factors,Overweight obesity adults,71,1
West Dunbartonshire,S12000039,Healthy Lives,Physiological risk factors,Overweight obesity children,18.53600944510035,1
West Dunbartonshire,S12000039,Healthy Lives,Behavioural risk factors,Physical activity,66,4
West Dunbartonshire,S12000039,Healthy Lives,Children and young people,Pupil absence,20.5,2
West Dunbartonshire,S12000039,Healthy Lives,Behavioural risk factors,Sedentary behaviour,20,4
West Dunbartonshire,S12000039,Healthy Lives,Behavioural risk factors,Sexual health,465,2
West Dunbartonshire,S12000039,Healthy Lives,Behavioural risk factors,Smoking,19,1
West Dunbartonshire,S12000039,Healthy Lives,Children and young people,Teenage pregnancy,35.4,1
West Dunbartonshire,S12000039,Healthy Lives,Children and young people,Young people training,93,1
West Dunbartonshire,S12000039,Healthy People,Mortality,All mortality,1290,1
West Dunbartonshire,S12000039,Healthy People,Personal wellbeing,Anxiety,2.89,4
West Dunbartonshire,S12000039,Healthy People,Mortality,Avoidable deaths,428.3,1
West Dunbartonshire,S12000039,Healthy People,Physical health conditions,Cancer,698.4,1
West Dunbartonshire,S12000039,Healthy People,Physical health conditions,Cardiovascular conditions,26.985385748272346,1
West Dunbartonshire,S12000039,Healthy People,Physical health conditions,Dementia,56,2
West Dunbartonshire,S12000039,Healthy People,Physical health conditions,Diabetes,6,2
West Dunbartonshire,S12000039,Healthy People,Difficulties in daily life,Disability,23.750067369706986,1
West Dunbartonshire,S12000039,Healthy People,Personal wellbeing,Happiness,7.23,1
West Dunbartonshire,S12000039,Healthy People,Mortality,Healthy life expectancy,56.556632873903645,1
West Dunbartonshire,S12000039,Healthy People,Mortality,Infant mortality,3.6,1
West Dunbartonshire,S12000039,Healthy People,Personal wellbeing,Life satisfaction,7.25,1
West Dunbartonshire,S12000039,Healthy People,Personal wellbeing,Life worthwhileness,7.68,2
West Dunbartonshire,S12000039,Healthy People,Mental health,Mental health conditions,24.1,1
West Dunbartonshire,S12000039,Healthy People,Physical health conditions,Musculoskeletal conditions,0.7783291715303741,4
West Dunbartonshire,S12000039,Healthy People,Mental health,Suicides,19,2
West Dunbartonshire,S12000039,Healthy Places,Living conditions,Air pollution,3.4264,3
West Dunbartonshire,S12000039,Healthy Places,Economic and working conditions,Child poverty,19.6,1
West Dunbartonshire,S12000039,Healthy Places,Access to services,Gp appointments,0.7033,2
West Dunbartonshire,S12000039,Healthy Places,Access to services,Gp travel time,12.95,2
West Dunbartonshire,S12000039,Healthy Places,Living conditions,Household overcrowding,2.6,1
West Dunbartonshire,S12000039,Healthy Places,Access to services,Internet access,0.805,1
West Dunbartonshire,S12000039,Healthy Places,Economic and working conditions,Job training,9.2,2
West Dunbartonshire,S12000039,Healthy Places,Crime,Low level crime,83.267248216,2
West Dunbartonshire,S12000039,Healthy Places,Crime,Personal crime,280.389713377,1
West Dunbartonshire,S12000039,Healthy Places,Access to services,Pharmacy travel time,11.525000000000002,1
West Dunbartonshire,S12000039,Healthy Places,Access to green space,Private outdoor space,98.2,5
West Dunbartonshire,S12000039,Healthy Places,Living conditions,Road safety,0.09024766114233423,2
West Dunbartonshire,S12000039,Healthy Places,Living conditions,Rough sleeping,67.6056338028169,2
West Dunbartonshire,S12000039,Healthy Places,Access to services,Sports centre travel time,11.091666666666667,3
West Dunbartonshire,S12000039,Healthy Places,Living conditions,Traffic volume,2.3560280036970633,2
West Dunbartonshire,S12000039,Healthy Places,Economic and working conditions,Unemployment,3.56881341,2
West Dunbartonshire,S12000039,Healthy Places,Economic and working conditions,Workplace safety,206,4
Dundee City,S12000042,Healthy Lives,Behavioural risk factors,Alcohol misuse,359.62251432423324,2
Dundee City,S12000042,Healthy Lives,Protective measures,Cancer screening,62.6,1
Dundee City,S12000042,Healthy Lives,Protective measures,Child vaccine coverage,89.93333333333334,1
Dundee City,S12000042,Healthy Lives,Behavioural risk factors,Drug misuse,301.50524318669903,1
Dundee City,S12000042,Healthy Lives,Children and young people,Early years development,18.181818181818183,2
Dundee City,S12000042,Healthy Lives,Behavioural risk factors,Healthy eating,20,3
Dundee City,S12000042,Healthy Lives,Physiological risk factors,High blood pressure,22,4
Dundee City,S12000042,Healthy Lives,Physiological risk factors,Low birth weight,15.200000000000003,4
Dundee City,S12000042,Healthy Lives,Children and young people,National five attainment,73.15,3
Dundee City,S12000042,Healthy Lives,Physiological risk factors,Overweight obesity adults,63,5
Dundee City,S12000042,Healthy Lives,Physiological risk factors,Overweight obesity children,17.08238851095994,2
Dundee City,S12000042,Healthy Lives,Behavioural risk factors,Physical activity,62,1
Dundee City,S12000042,Healthy Lives,Children and young people,Pupil absence,20.2,2
Dundee City,S12000042,Healthy Lives,Behavioural risk factors,Sedentary behaviour,23,2
Dundee City,S12000042,Healthy Lives,Behavioural risk factors,Sexual health,577,4
Dundee City,S12000042,Healthy Lives,Behavioural risk factors,Smoking,17,2
Dundee City,S12000042,Healthy Lives,Children and young people,Teenage pregnancy,38.7,1
Dundee City,S12000042,Healthy Lives,Children and young people,Young people training,91.2,1
Dundee City,S12000042,Healthy People,Mortality,All mortality,1290,1
Dundee City,S12000042,Healthy People,Personal wellbeing,Anxiety,3.63,1
Dundee City,S12000042,Healthy People,Mortality,Avoidable deaths,442.1,1
Dundee City,S12000042,Healthy People,Physical health conditions,Cancer,637.8,2
Dundee City,S12000042,Healthy People,Physical health conditions,Cardiovascular conditions,13.151331311088642,4
Dundee City,S12000042,Healthy People,Physical health conditions,Dementia,61,1
Dundee City,S12000042,Healthy People,Physical health conditions,Diabetes,6.1,3
Dundee City,S12000042,Healthy People,Difficulties in daily life,Disability,22.142218791891782,2
Dundee City,S12000042,Healthy People,Personal wellbeing,Happiness,7.04,1
Dundee City,S12000042,Healthy People,Mortality,Healthy life expectancy,57.76433793663688,1
Dundee City,S12000042,Healthy People,Mortality,Infant mortality,6.6,1
Dundee City,S12000042,Healthy People,Personal wellbeing,Life satisfaction,7.4,2
Dundee City,S12000042,Healthy People,Personal wellbeing,Life worthwhileness,7.69,2
Dundee City,S12000042,Healthy People,Mental health,Mental health conditions,23,1
Dundee City,S12000042,Healthy People,Physical health conditions,Musculoskeletal conditions,0.7774793239376102,4
Dundee City,S12000042,Healthy People,Mental health,Suicides,26.2,1
Dundee City,S12000042,Healthy Places,Living conditions,Air pollution,3.5646,3
Dundee City,S12000042,Healthy Places,Economic and working conditions,Child poverty,20.4,1
Dundee City,S12000042,Healthy Places,Access to services,Gp appointments,0.7025,2
Dundee City,S12000042,Healthy Places,Access to services,Gp travel time,10.7,4
Dundee City,S12000042,Healthy Places,Living conditions,Household overcrowding,3.2,1
Dundee City,S12000042,Healthy Places,Access to services,Internet access,0.95,4
Dundee City,S12000042,Healthy Places,Economic and working conditions,Job training,8.6,1
Dundee City,S12000042,Healthy Places,Crime,Low level crime,147.08459724,1
Dundee City,S12000042,Healthy Places,Crime,Personal crime,336.905965626,1
Dundee City,S12000042,Healthy Places,Access to services,Pharmacy travel time,8.9,4
Dundee City,S12000042,Healthy Places,Access to green space,Private outdoor space,97.2,3
Dundee City,S12000042,Healthy Places,Living conditions,Road safety,0.6686496978025651,1
Dundee City,S12000042,Healthy Places,Living conditions,Rough sleeping,56.519715406609485,3
Dundee City,S12000042,Healthy Places,Access to services,Sports centre travel time,8.116666666666667,5
Dundee City,S12000042,Healthy Places,Living conditions,Traffic volume,8.857936871639481,1
Dundee City,S12000042,Healthy Places,Economic and working conditions,Unemployment,4.593352609999999,1
Dundee City,S12000042,Healthy Places,Economic and working conditions,Workplace safety,203,4
City of Edinburgh,S12000036,Healthy Lives,Behavioural risk factors,Alcohol misuse,69.55474863589585,5
City of Edinburgh,S12000036,Healthy Lives,Protective measures,Cancer screening,66.5,2
City of Edinburgh,S12000036,Healthy Lives,Protective measures,Child vaccine coverage,92.66041666666666,2
City of Edinburgh,S12000036,Healthy Lives,Behavioural risk factors,Drug misuse,31.92145846983359,5
